,city,date,fare,ride_id,driver_count,type
831,Reynoldsfurt,2019-03-08,6.08,2567210000000.0,67,Urban
832,Roberthaven,2019-02-09,11.71,8182770000000.0,47,Urban
833,South Evanton,2019-02-25,15.94,2734320000000.0,11,Urban
834,Grahamburgh,2019-03-04,34.93,5941000000000.0,61,Urban
835,West Ericstad,2019-03-29,40.29,809503000000.0,25,Urban
836,Port Frank,2019-02-17,32.44,5387350000000.0,23,Urban
837,Lake Danielberg,2019-02-08,22.74,9524010000000.0,19,Urban
838,Erikaland,2019-03-24,4.07,6561680000000.0,37,Urban
839,Port David,2019-02-11,38.0,7772700000000.0,7,Urban
840,North Barbara,2019-04-27,16.89,5104120000000.0,18,Urban
841,Simpsonburgh,2019-02-27,13.38,1577920000000.0,21,Urban
842,North Jason,2019-01-23,32.77,2988760000000.0,6,Urban
843,Simpsonburgh,2019-01-06,27.2,3681830000000.0,21,Urban
844,South Phillip,2019-04-18,35.7,4752370000000.0,38,Urban
845,South Karenland,2019-03-16,4.87,2387920000000.0,4,Urban
846,New Paulville,2019-03-14,20.26,8812010000000.0,44,Urban
847,Johnton,2019-02-14,43.93,5443750000000.0,27,Urban
848,Port Johnbury,2019-02-27,11.33,3225780000000.0,3,Urban
849,Joneschester,2019-03-12,21.17,1576520000000.0,39,Urban
850,West Samuelburgh,2019-02-12,6.76,8530070000000.0,73,Urban
851,Huntermouth,2019-04-28,31.43,6660480000000.0,37,Urban
852,Deanville,2019-04-01,22.65,7002780000000.0,49,Urban
853,Leahton,2019-02-15,25.84,9242700000000.0,17,Urban
854,Hurleymouth,2019-04-13,40.93,4915210000000.0,36,Urban
855,West Anthony,2019-03-21,15.64,4746850000000.0,70,Urban
856,Karenside,2019-01-23,37.62,1952930000000.0,5,Urban
857,West Gabriel,2019-02-28,31.82,4153070000000.0,57,Urban
858,Carriemouth,2019-03-26,26.91,7852480000000.0,52,Urban
859,South Michelleport,2019-03-01,24.55,9789480000000.0,72,Urban
860,Rodneyfort,2019-05-05,22.24,5393290000000.0,34,Urban
861,Deanville,2019-03-07,31.08,9711260000000.0,49,Urban
862,Reynoldsfurt,2019-05-04,8.81,3238110000000.0,67,Urban
863,Justinberg,2019-04-27,18.99,3034610000000.0,39,Urban
864,Huntermouth,2019-03-02,10.89,1647270000000.0,37,Urban
865,West Robert,2019-02-27,8.37,489897000000.0,39,Urban
866,Port Angela,2019-02-14,42.04,896909000000.0,67,Urban
867,South Karenland,2019-01-09,44.44,3179950000000.0,4,Urban
868,Port David,2019-03-24,25.65,2084690000000.0,7,Urban
869,Liumouth,2019-01-04,9.1,8147680000000.0,69,Urban
870,Simpsonburgh,2019-01-18,15.36,5195670000000.0,21,Urban
871,South Evanton,2019-04-14,19.53,8345650000000.0,11,Urban
872,West Heidi,2019-04-06,25.06,8916010000000.0,28,Urban
873,Port Frank,2019-01-14,43.27,491473000000.0,23,Urban
874,East Kaylahaven,2019-02-23,15.94,1602390000000.0,65,Urban
875,North Madeline,2019-01-28,42.24,583417000000.0,19,Urban
876,Liumouth,2019-04-14,38.95,14588103145.0,69,Urban
877,North Madeline,2019-03-06,26.34,1883860000000.0,19,Urban
878,Williamsview,2019-04-15,44.74,2759400000000.0,46,Urban
879,North Barbara,2019-03-16,25.06,9745710000000.0,18,Urban
880,South Evanton,2019-02-07,7.69,9012610000000.0,11,Urban
881,Williamsstad,2019-04-26,18.92,1606400000000.0,59,Urban
882,Rodneyfort,2019-01-12,7.05,4239150000000.0,34,Urban
883,Karenside,2019-04-19,26.45,9293760000000.0,5,Urban
884,New Paulton,2019-01-13,29.9,4090330000000.0,44,Urban
885,West Robert,2019-01-17,12.71,8503430000000.0,39,Urban
886,Jerryton,2019-02-14,24.49,3080440000000.0,64,Urban
887,Karenberg,2019-01-16,41.26,3357150000000.0,22,Urban
888,Christopherfurt,2019-05-03,14.43,5644930000000.0,41,Urban
889,Grahamburgh,2019-03-27,4.63,7324440000000.0,61,Urban
890,New Kimberlyborough,2019-03-02,6.08,3872920000000.0,33,Urban
891,North Madeline,2019-03-04,6.19,546550000000.0,19,Urban
892,North Jason,2019-03-12,5.76,5113430000000.0,6,Urban
893,Liumouth,2019-03-16,34.2,2541740000000.0,69,Urban
894,New Jacobville,2019-04-21,13.53,5567940000000.0,50,Urban
895,Justinberg,2019-04-24,28.76,6493600000000.0,39,Urban
896,West Anthony,2019-03-13,5.03,1178020000000.0,70,Urban
897,Raymondhaven,2019-01-13,17.33,2830430000000.0,11,Urban
898,Royland,2019-03-22,23.31,2833000000000.0,64,Urban
899,Rogerston,2019-01-30,8.87,5686980000000.0,25,Urban
900,West Anthony,2019-05-03,21.38,9172650000000.0,70,Urban
901,Port Frank,2019-04-06,21.02,9714380000000.0,23,Urban
902,Lake Jonathanshire,2019-04-11,12.81,5999870000000.0,5,Urban
903,South Phillip,2019-01-17,23.46,2628020000000.0,38,Urban
904,South Karenland,2019-03-03,22.44,7458610000000.0,4,Urban
905,Port Samanthamouth,2019-04-18,23.56,8734250000000.0,57,Urban
906,Huntermouth,2019-01-10,43.01,7580700000000.0,37,Urban
907,Joneschester,2019-04-22,9.7,8587090000000.0,39,Urban
908,West Anthony,2019-04-22,19.95,1212050000000.0,70,Urban
909,North Jasmine,2019-04-11,27.54,5003270000000.0,33,Urban
910,Reynoldsfurt,2019-03-10,4.1,5690730000000.0,67,Urban
911,North Markport,2019-02-22,16.46,2798290000000.0,22,Urban
912,Huntermouth,2019-01-09,15.31,1530050000000.0,37,Urban
913,Rogerston,2019-03-19,29.88,3979710000000.0,25,Urban
914,Deanville,2019-03-05,11.16,4737020000000.0,49,Urban
915,Rodneyfort,2019-01-11,23.21,3433720000000.0,34,Urban
916,Reynoldsfurt,2019-03-29,31.43,9922310000000.0,67,Urban
917,West Josephberg,2019-01-14,9.71,4726130000000.0,45,Urban
918,Huntermouth,2019-03-20,40.55,6750620000000.0,37,Urban
919,Amandaburgh,2019-04-24,14.55,7836120000000.0,12,Urban
920,Port Frank,2019-03-05,36.35,9213720000000.0,23,Urban
921,Martinezhaven,2019-01-10,23.62,5469890000000.0,25,Urban
922,East Kaylahaven,2019-02-10,6.69,6071840000000.0,65,Urban
923,Joneschester,2019-03-10,22.72,8705030000000.0,39,Urban
924,West Angela,2019-05-01,23.23,7769940000000.0,48,Urban
925,New Paulton,2019-04-24,32.22,2989630000000.0,44,Urban
926,Roberthaven,2019-03-05,5.43,605362000000.0,47,Urban
927,Port Frank,2019-03-09,6.5,2109090000000.0,23,Urban
928,Port Frank,2019-04-04,39.39,7967480000000.0,23,Urban
929,Hurleymouth,2019-03-07,41.96,1677330000000.0,36,Urban
930,Leahton,2019-03-06,41.29,3310670000000.0,17,Urban
931,Johnton,2019-02-07,30.97,6853980000000.0,27,Urban
932,Lake Scottton,2019-05-03,25.68,771161000000.0,58,Urban
933,Simpsonburgh,2019-01-31,39.23,3697090000000.0,21,Urban
934,West Angela,2019-02-21,29.99,4367320000000.0,48,Urban
935,Williamsview,2019-04-16,20.38,8227750000000.0,46,Urban
936,West Josephberg,2019-04-12,15.49,5118230000000.0,45,Urban
937,West Josephberg,2019-02-15,36.7,8334270000000.0,45,Urban
938,South Karenland,2019-02-19,39.59,9834070000000.0,4,Urban
939,Barajasview,2019-01-02,36.13,8567190000000.0,26,Urban
940,East Kaylahaven,2019-01-21,36.89,2411250000000.0,65,Urban
941,Loganberg,2019-01-12,36.82,1078110000000.0,23,Urban
942,Richardfort,2019-04-22,39.74,4081390000000.0,38,Urban
943,Richardfort,2019-01-31,43.92,4066950000000.0,38,Urban
944,South Michelleport,2019-04-01,28.84,8846090000000.0,72,Urban
945,Barajasview,2019-01-14,19.81,2376260000000.0,26,Urban
946,West Heidi,2019-04-18,32.74,1746490000000.0,28,Urban
947,Leahton,2019-03-31,4.65,2204200000000.0,17,Urban
948,Port Johnbury,2019-01-07,19.08,8839380000000.0,3,Urban
949,Justinberg,2019-05-07,18.74,6395650000000.0,39,Urban
950,North Barbara,2019-04-10,10.94,355505000000.0,18,Urban
951,Barajasview,2019-05-06,17.63,9233210000000.0,26,Urban
952,Reynoldsfurt,2019-04-12,21.18,7471390000000.0,67,Urban
953,West Christopherberg,2019-02-09,33.97,4253880000000.0,32,Urban
954,Leahton,2019-02-23,7.08,3744450000000.0,17,Urban
955,Simpsonburgh,2019-03-04,23.33,999763000000.0,21,Urban
956,Port Frank,2019-04-05,14.21,8366080000000.0,23,Urban
957,West Heidi,2019-04-17,8.91,7617130000000.0,28,Urban
958,Robertport,2019-04-24,19.73,7443210000000.0,12,Urban
959,Loganberg,2019-05-05,30.47,7769260000000.0,23,Urban
960,West Josephberg,2019-03-23,33.12,2335400000000.0,45,Urban
961,West Anthony,2019-04-03,31.6,4965330000000.0,70,Urban
962,South Michelleport,2019-04-22,9.72,2088920000000.0,72,Urban
963,Amandaburgh,2019-04-05,25.55,8581420000000.0,12,Urban
964,Justinberg,2019-04-01,40.87,8957670000000.0,39,Urban
965,Joneschester,2019-03-10,27.91,1273090000000.0,39,Urban
966,Lake Scottton,2019-01-11,31.31,9305780000000.0,58,Urban
967,Rodneyfort,2019-03-24,31.41,827420000000.0,34,Urban
968,Pattyland,2019-04-25,44.39,1723700000000.0,59,Urban
969,Jerryton,2019-02-28,36.87,3091060000000.0,64,Urban
970,Lake Scottton,2019-04-11,22.03,2026820000000.0,58,Urban
971,Grahamburgh,2019-04-29,13.59,3200700000000.0,61,Urban
972,South Latoya,2019-03-29,5.93,2624300000000.0,10,Urban
973,Liumouth,2019-03-27,44.27,981646000000.0,69,Urban
974,Hurleymouth,2019-03-02,34.65,9380450000000.0,36,Urban
975,West Angela,2019-02-15,44.12,1962120000000.0,48,Urban
976,Reynoldsfurt,2019-03-14,35.65,9907090000000.0,67,Urban
977,Port Johnbury,2019-03-29,14.54,3761240000000.0,3,Urban
978,North Jason,2019-02-15,17.35,6041760000000.0,6,Urban
979,North Madeline,2019-04-15,37.6,3895260000000.0,19,Urban
980,Simpsonburgh,2019-02-15,4.63,60590634054.0,21,Urban
981,Hurleymouth,2019-02-13,25.72,8761490000000.0,36,Urban
982,West Robert,2019-03-07,4.28,2030780000000.0,39,Urban
983,North Jasmine,2019-04-01,28.04,5012380000000.0,33,Urban
984,North Jason,2019-04-05,32.18,3373550000000.0,6,Urban
985,South Jack,2019-02-01,26.72,5062170000000.0,46,Urban
986,West Heidi,2019-02-09,39.76,5522900000000.0,28,Urban
987,West Anthony,2019-04-06,14.3,7571960000000.0,70,Urban
988,West Ericstad,2019-03-21,18.24,4602950000000.0,25,Urban
989,West Samuelburgh,2019-02-27,32.73,5615980000000.0,73,Urban
990,New Jacobville,2019-04-09,4.95,4493740000000.0,50,Urban
991,Carriemouth,2019-02-21,23.48,4757310000000.0,52,Urban
992,Christopherfurt,2019-03-18,7.45,4451220000000.0,41,Urban
993,South Phillip,2019-01-16,7.08,8455680000000.0,38,Urban
994,Grahamburgh,2019-01-28,44.91,258537000000.0,61,Urban
995,Christopherfurt,2019-03-25,23.38,499819000000.0,41,Urban
996,Robertport,2019-04-27,41.48,6464590000000.0,12,Urban
997,Justinberg,2019-04-26,7.68,1068650000000.0,39,Urban
998,Port Frank,2019-04-05,36.08,345798000000.0,23,Urban
999,New Jacobville,2019-04-13,43.98,9448600000000.0,50,Urban
1000,North Jasmine,2019-02-01,8.09,415938000000.0,33,Urban
1001,Valentineton,2019-03-18,36.04,8732230000000.0,45,Urban
1002,Huntermouth,2019-01-06,28.74,654210000000.0,37,Urban
1003,South Jack,2019-03-08,17.17,8790960000000.0,46,Urban
1004,New Paulton,2019-03-15,4.6,9741460000000.0,44,Urban
1005,Williamsstad,2019-04-21,26.99,8562560000000.0,59,Urban
1006,Jerryton,2019-01-06,27.71,9044740000000.0,64,Urban
1007,Deanville,2019-01-04,4.56,6423110000000.0,49,Urban
1008,South Evanton,2019-03-22,6.58,8377190000000.0,11,Urban
1009,New Kimberlyborough,2019-04-29,9.08,3171920000000.0,33,Urban
1010,Hurleymouth,2019-03-24,8.77,8274790000000.0,36,Urban
1011,North Barbara,2019-04-01,31.72,9786160000000.0,18,Urban
1012,West Angela,2019-02-22,19.44,3794960000000.0,48,Urban
1013,Karenside,2019-03-15,31.89,5438260000000.0,5,Urban
1014,South Phillip,2019-05-01,38.46,3438540000000.0,38,Urban
1015,South Karenland,2019-05-08,19.77,7837160000000.0,4,Urban
1016,Royland,2019-02-21,5.95,8419470000000.0,64,Urban
1017,South Phillip,2019-01-20,24.0,7335380000000.0,38,Urban
1018,South Phillip,2019-05-02,24.23,122973000000.0,38,Urban
1019,West Gabriel,2019-03-09,14.41,8736180000000.0,57,Urban
1020,South Karenland,2019-01-14,24.71,8612310000000.0,4,Urban
1021,Robertport,2019-04-27,11.42,9229560000000.0,12,Urban
1022,Roberthaven,2019-02-12,37.0,4695880000000.0,47,Urban
1023,West Christopherberg,2019-01-11,44.76,2736820000000.0,32,Urban
1024,Robertport,2019-03-21,8.2,3399770000000.0,12,Urban
1025,West Anthony,2019-02-07,33.51,4163120000000.0,70,Urban
1026,New Kimberlyborough,2019-02-09,6.43,6447150000000.0,33,Urban
1027,Loganberg,2019-02-02,7.12,1273500000000.0,23,Urban
1028,West Samuelburgh,2019-01-11,25.07,150842000000.0,73,Urban
1029,New Kimberlyborough,2019-04-24,28.87,7937080000000.0,33,Urban
1030,Roberthaven,2019-04-25,22.75,7370170000000.0,47,Urban
1031,Barajasview,2019-04-03,44.15,9596160000000.0,26,Urban
1032,Royland,2019-02-22,10.19,8898720000000.0,64,Urban
1033,Rogerston,2019-03-14,10.29,7434760000000.0,25,Urban
1034,Christopherfurt,2019-02-12,11.7,8493510000000.0,41,Urban
1035,West Gabriel,2019-02-20,8.44,6912410000000.0,57,Urban
1036,South Karenland,2019-04-18,8.56,7557920000000.0,4,Urban
1037,Williamsview,2019-04-26,20.89,2565030000000.0,46,Urban
1038,Deanville,2019-03-05,42.79,3624950000000.0,49,Urban
1039,West Samuelburgh,2019-01-16,14.93,501861000000.0,73,Urban
1040,North Barbara,2019-02-14,4.11,7676960000000.0,18,Urban
1041,Christopherfurt,2019-03-10,22.65,5004640000000.0,41,Urban
1042,Jerryton,2019-02-01,37.7,9580450000000.0,64,Urban
1043,South Latoya,2019-02-09,12.17,9006320000000.0,10,Urban
1044,South Latoya,2019-03-04,5.04,9877400000000.0,10,Urban
1045,West Gabriel,2019-03-17,15.95,9297070000000.0,57,Urban
1046,Lake Jonathanshire,2019-01-23,21.11,7711470000000.0,5,Urban
1047,North Jasmine,2019-02-10,31.38,4746800000000.0,33,Urban
1048,Raymondhaven,2019-04-15,6.74,6814070000000.0,11,Urban
1049,Port Johnbury,2019-03-25,41.61,8060550000000.0,3,Urban
1050,North Barbara,2019-01-17,18.27,378378000000.0,18,Urban
1051,New Kimberlyborough,2019-01-27,23.09,5575540000000.0,33,Urban
1052,Carriemouth,2019-02-26,19.05,1954600000000.0,52,Urban
1053,West Samuelburgh,2019-02-05,31.94,6733380000000.0,73,Urban
1054,Martinezhaven,2019-02-17,34.27,234041000000.0,25,Urban
1055,North Barbara,2019-04-30,28.89,3280920000000.0,18,Urban
1056,Valentineton,2019-02-08,36.23,6667400000000.0,45,Urban
1057,West Robert,2019-02-09,26.1,18586563147.0,39,Urban
1058,Roberthaven,2019-04-07,13.4,4901740000000.0,47,Urban
1059,West Gabriel,2019-04-20,23.69,4906120000000.0,57,Urban
1060,Karenberg,2019-02-18,44.08,7216870000000.0,22,Urban
1061,Rogerston,2019-03-08,17.81,8564690000000.0,25,Urban
1062,West Angela,2019-01-12,20.46,5241310000000.0,48,Urban
1063,New Kimberlyborough,2019-04-01,10.76,9128310000000.0,33,Urban
1064,Justinberg,2019-02-20,31.31,9201630000000.0,39,Urban
1065,South Michelleport,2019-01-02,37.34,7660980000000.0,72,Urban
1066,South Evanton,2019-01-11,39.99,9389410000000.0,11,Urban
1067,Johnton,2019-04-11,33.12,7226100000000.0,27,Urban
1068,Grahamburgh,2019-04-03,5.09,8563290000000.0,61,Urban
1069,Rogerston,2019-02-16,20.64,8147120000000.0,25,Urban
1070,South Karenland,2019-04-21,7.44,3546760000000.0,4,Urban
1071,North Barbara,2019-03-08,29.15,96327208793.0,18,Urban
1072,Jerryton,2019-03-20,15.37,931768000000.0,64,Urban
1073,West Christopherberg,2019-04-25,35.39,7477240000000.0,32,Urban
1074,South Jack,2019-02-13,32.64,880719000000.0,46,Urban
1075,Port Samanthamouth,2019-01-28,15.49,3267080000000.0,57,Urban
1076,New Paulton,2019-03-29,43.79,7069180000000.0,44,Urban
1077,Carriemouth,2019-04-18,37.63,7736870000000.0,52,Urban
1078,North Jasmine,2019-02-27,35.31,9250350000000.0,33,Urban
1079,Rogerston,2019-01-16,31.34,132229000000.0,25,Urban
1080,Port David,2019-02-03,21.2,571426000000.0,7,Urban
1081,Williamsview,2019-04-11,33.68,2743580000000.0,46,Urban
1082,South Evanton,2019-04-26,42.99,4021950000000.0,11,Urban
1083,South Evanton,2019-03-25,23.48,4595710000000.0,11,Urban
1084,Port David,2019-04-07,39.51,5955260000000.0,7,Urban
1085,West Christopherberg,2019-02-08,14.22,3725590000000.0,32,Urban
1086,New Paulton,2019-03-19,40.2,8200670000000.0,44,Urban
1087,Leahton,2019-02-04,15.37,9588330000000.0,17,Urban
1088,Valentineton,2019-04-28,5.73,211077000000.0,45,Urban
1089,Port David,2019-03-14,9.22,3636090000000.0,7,Urban
1090,West Robert,2019-02-12,14.8,8061830000000.0,39,Urban
1091,Valentineton,2019-01-02,34.79,6364350000000.0,45,Urban
1092,Port Johnbury,2019-02-20,27.1,3559370000000.0,3,Urban
1093,Richardfort,2019-03-04,14.83,9474110000000.0,38,Urban
1094,Karenberg,2019-01-08,9.5,1452910000000.0,22,Urban
1095,West Robert,2019-03-14,18.28,4582730000000.0,39,Urban
1096,New Paulville,2019-02-15,28.18,2042630000000.0,44,Urban
1097,West Patrickchester,2019-05-03,44.85,9421080000000.0,25,Urban
1098,Loganberg,2019-04-03,5.16,9234860000000.0,23,Urban
1099,Pattyland,2019-05-02,4.23,165885000000.0,59,Urban
1100,West Christopherberg,2019-02-20,26.9,1241900000000.0,32,Urban
1101,Leahton,2019-02-05,8.38,5895520000000.0,17,Urban
1102,Richardfort,2019-03-28,7.75,5539060000000.0,38,Urban
1103,West Anthony,2019-03-11,41.37,1133820000000.0,70,Urban
1104,East Kaylahaven,2019-04-17,41.19,632034000000.0,65,Urban
1105,Williamsstad,2019-04-01,16.83,1516900000000.0,59,Urban
1106,South Phillip,2019-02-12,23.69,3667620000000.0,38,Urban
1107,West Samuelburgh,2019-01-18,16.96,3936670000000.0,73,Urban
1108,Royland,2019-03-24,10.05,2956670000000.0,64,Urban
1109,Justinberg,2019-01-24,8.83,1863370000000.0,39,Urban
1110,Karenberg,2019-01-30,8.79,3832470000000.0,22,Urban
1111,North Markport,2019-04-09,20.23,2580600000000.0,22,Urban
1112,Roberthaven,2019-03-17,26.71,9351520000000.0,47,Urban
1113,Royland,2019-01-11,43.07,758051000000.0,64,Urban
1114,Hurleymouth,2019-01-31,19.23,9537340000000.0,36,Urban
1115,Roberthaven,2019-04-22,31.29,4104820000000.0,47,Urban
1116,Grahamburgh,2019-03-16,30.66,4739690000000.0,61,Urban
1117,Johnton,2019-04-26,4.63,3435310000000.0,27,Urban
1118,Huntermouth,2019-05-07,25.83,961632000000.0,37,Urban
1119,Pattyland,2019-03-19,18.17,9394780000000.0,59,Urban
1120,West Robert,2019-04-16,25.65,3598780000000.0,39,Urban
1121,Leahton,2019-04-13,18.25,6160380000000.0,17,Urban
1122,Port Frank,2019-04-18,33.73,2262740000000.0,23,Urban
1123,Port Frank,2019-02-28,33.83,1263730000000.0,23,Urban
1124,West Josephberg,2019-03-08,9.54,8122520000000.0,45,Urban
1125,Grahamburgh,2019-02-08,10.63,3654330000000.0,61,Urban
1126,Williamsstad,2019-05-06,26.43,8987900000000.0,59,Urban
1127,North Barbara,2019-03-27,33.4,5616230000000.0,18,Urban
1128,South Phillip,2019-04-17,42.3,1295830000000.0,38,Urban
1129,Erikaland,2019-02-05,14.13,9877190000000.0,37,Urban
1130,Port Samanthamouth,2019-01-19,38.58,2627710000000.0,57,Urban
1131,North Jasmine,2019-04-21,5.31,2978640000000.0,33,Urban
1132,West Gabriel,2019-04-27,37.74,7635910000000.0,57,Urban
1133,Rodneyfort,2019-02-06,27.87,9791960000000.0,34,Urban
1134,New Paulton,2019-04-27,19.06,200115000000.0,44,Urban
1135,Hurleymouth,2019-04-22,9.14,5563890000000.0,36,Urban
1136,South Phillip,2019-03-02,30.62,4979350000000.0,38,Urban
1137,West Ericstad,2019-01-25,23.27,2128080000000.0,25,Urban
1138,Port Samanthamouth,2019-03-20,36.7,818658000000.0,57,Urban
1139,West Josephberg,2019-01-17,7.87,2300520000000.0,45,Urban
1140,Port Angela,2019-03-10,43.18,1889760000000.0,67,Urban
1141,West Gabriel,2019-04-25,10.86,8501530000000.0,57,Urban
1142,Hurleymouth,2019-02-15,42.61,9952000000000.0,36,Urban
1143,Jerryton,2019-04-18,42.8,2662880000000.0,64,Urban
1144,Lake Danielberg,2019-02-09,10.62,9241720000000.0,19,Urban
1145,South Phillip,2019-01-14,41.66,2773170000000.0,38,Urban
1146,West Robert,2019-03-28,35.88,2845460000000.0,39,Urban
1147,New Kimberlyborough,2019-04-28,33.35,9501640000000.0,33,Urban
1148,New Paulville,2019-05-02,12.08,616282000000.0,44,Urban
1149,West Josephberg,2019-04-30,40.08,5405560000000.0,45,Urban
1150,Erikaland,2019-03-17,39.58,6422630000000.0,37,Urban
1151,North Madeline,2019-04-08,25.79,9441480000000.0,19,Urban
1152,West Heidi,2019-04-06,23.41,9786800000000.0,28,Urban
1153,Reynoldsfurt,2019-02-02,29.07,1864210000000.0,67,Urban
1154,South Latoya,2019-01-18,5.69,701359000000.0,10,Urban
1155,Amandaburgh,2019-03-07,18.76,3419450000000.0,12,Urban
1156,West Josephberg,2019-01-20,38.39,4397730000000.0,45,Urban
1157,Lake Jonathanshire,2019-01-29,41.05,6649690000000.0,5,Urban
1158,West Anthony,2019-04-18,31.16,8478260000000.0,70,Urban
1159,Raymondhaven,2019-04-06,30.36,8733070000000.0,11,Urban
1160,Hurleymouth,2019-01-11,37.44,7883630000000.0,36,Urban
1161,Roberthaven,2019-01-28,21.72,7329970000000.0,47,Urban
1162,New Paulville,2019-04-29,14.59,3633770000000.0,44,Urban
1163,Robertport,2019-03-26,13.34,5448150000000.0,12,Urban
1164,Port Frank,2019-01-19,4.86,5084600000000.0,23,Urban
1165,Rogerston,2019-03-26,13.97,2819920000000.0,25,Urban
1166,Liumouth,2019-01-16,6.02,3852180000000.0,69,Urban
1167,Lake Danielberg,2019-01-21,14.09,9568310000000.0,19,Urban
1168,West Josephberg,2019-03-21,6.13,2303870000000.0,45,Urban
1169,Leahton,2019-01-15,21.95,1795520000000.0,17,Urban
1170,Huntermouth,2019-04-03,29.88,8967620000000.0,37,Urban
1171,Lake Danielberg,2019-05-03,19.97,554189000000.0,19,Urban
1172,Loganberg,2019-02-21,7.49,641484000000.0,23,Urban
1173,North Madeline,2019-02-16,37.75,1453600000000.0,19,Urban
1174,Hurleymouth,2019-04-09,20.31,2511590000000.0,36,Urban
1175,Port Johnbury,2019-03-30,19.48,5137840000000.0,3,Urban
1176,Royland,2019-05-07,36.22,2538030000000.0,64,Urban
1177,Richardfort,2019-02-14,44.11,2503860000000.0,38,Urban
1178,Johnton,2019-01-25,28.14,7110470000000.0,27,Urban
1179,North Jason,2019-04-12,33.12,1713990000000.0,6,Urban
1180,South Phillip,2019-01-05,41.55,8825680000000.0,38,Urban
1181,Reynoldsfurt,2019-01-21,25.19,1033220000000.0,67,Urban
1182,West Ericstad,2019-04-12,27.69,4567960000000.0,25,Urban
1183,Richardfort,2019-04-27,30.31,6106450000000.0,38,Urban
1184,West Heidi,2019-04-22,8.89,5408400000000.0,28,Urban
1185,Johnton,2019-03-04,36.76,3273290000000.0,27,Urban
1186,West Angela,2019-01-02,19.81,9739970000000.0,48,Urban
1187,Leahton,2019-02-28,31.01,2116500000000.0,17,Urban
1188,Johnton,2019-04-11,16.63,7248460000000.0,27,Urban
1189,Port David,2019-01-21,32.92,857957000000.0,7,Urban
1190,New Kimberlyborough,2019-04-01,35.11,8275820000000.0,33,Urban
1191,Port Frank,2019-02-26,25.18,7280800000000.0,23,Urban
1192,Barajasview,2019-01-24,9.21,1841070000000.0,26,Urban
1193,South Phillip,2019-04-21,32.85,2752330000000.0,38,Urban
1194,North Jasmine,2019-04-03,19.66,9206120000000.0,33,Urban
1195,New Kimberlyborough,2019-03-13,14.84,1839170000000.0,33,Urban
1196,North Jasmine,2019-01-05,26.72,3669060000000.0,33,Urban
1197,Reynoldsfurt,2019-02-13,7.43,5244430000000.0,67,Urban
1198,North Barbara,2019-05-05,38.15,256007000000.0,18,Urban
1199,South Karenland,2019-04-23,12.34,9185790000000.0,4,Urban
1200,North Jasmine,2019-04-17,22.41,4198040000000.0,33,Urban
1201,East Kaylahaven,2019-02-16,34.42,7999610000000.0,65,Urban
1202,West Samuelburgh,2019-03-07,34.22,1129570000000.0,73,Urban
1203,Richardfort,2019-03-03,11.42,2916080000000.0,38,Urban
1204,West Heidi,2019-02-19,7.64,8966130000000.0,28,Urban
1205,Raymondhaven,2019-05-08,18.45,1811570000000.0,11,Urban
1206,North Markport,2019-04-29,19.8,1839020000000.0,22,Urban
1207,New Paulton,2019-02-17,37.44,7429670000000.0,44,Urban
1208,Karenside,2019-01-25,19.6,4716960000000.0,5,Urban
1209,South Jack,2019-03-03,29.88,2153390000000.0,46,Urban
1210,South Michelleport,2019-01-20,34.72,6387940000000.0,72,Urban
1211,North Jason,2019-04-01,40.45,1101700000000.0,6,Urban
1212,Joneschester,2019-01-26,13.77,6678140000000.0,39,Urban
1213,Amandaburgh,2019-01-02,33.06,6330660000000.0,12,Urban
1214,North Jason,2019-03-28,42.75,4271680000000.0,6,Urban
1215,Roberthaven,2019-01-28,28.11,6228200000000.0,47,Urban
1216,South Karenland,2019-02-13,24.16,3274620000000.0,4,Urban
1217,Rogerston,2019-01-23,21.64,3849700000000.0,25,Urban
1218,Robertport,2019-02-14,18.38,9072930000000.0,12,Urban
1219,West Samuelburgh,2019-01-06,11.01,73344113439.0,73,Urban
1220,New Paulton,2019-04-06,38.8,8523230000000.0,44,Urban
1221,Port Johnbury,2019-04-12,8.42,39663640391.0,3,Urban
1222,South Karenland,2019-05-03,19.69,2542830000000.0,4,Urban
1223,Liumouth,2019-03-22,39.96,6162500000000.0,69,Urban
1224,South Evanton,2019-04-29,5.16,314703000000.0,11,Urban
1225,Huntermouth,2019-04-20,23.65,3496020000000.0,37,Urban
1226,Simpsonburgh,2019-04-26,29.22,4452630000000.0,21,Urban
1227,Valentineton,2019-02-17,21.74,4882230000000.0,45,Urban
1228,Deanville,2019-01-12,39.45,419668000000.0,49,Urban
1229,South Karenland,2019-04-27,6.62,9440450000000.0,4,Urban
1230,Lake Jonathanshire,2019-03-22,18.72,4675970000000.0,5,Urban
1231,East Kaylahaven,2019-03-01,23.45,3219970000000.0,65,Urban
1232,Port David,2019-04-12,35.51,2988690000000.0,7,Urban
1233,West Gabriel,2019-01-30,25.64,3458710000000.0,57,Urban
1234,South Evanton,2019-02-13,44.33,3933480000000.0,11,Urban
1235,Richardfort,2019-01-13,25.81,9110910000000.0,38,Urban
1236,North Madeline,2019-04-04,25.38,6907040000000.0,19,Urban
1237,South Evanton,2019-04-06,9.3,1037050000000.0,11,Urban
1238,Royland,2019-02-18,8.32,5213110000000.0,64,Urban
1239,Hurleymouth,2019-01-07,20.01,4462370000000.0,36,Urban
